one_minus_t,purity
6.823683977127075195e-01,5.368782161234991746e-01
6.881169080734252930e-01,5.376712328767123683e-01
6.905508041381835938e-01,5.367521367521367326e-01
6.937288045883178711e-01,5.358361774744027084e-01
7.027617692947387695e-01,5.349233390119250142e-01
7.098656296730041504e-01,5.340136054421769085e-01
7.112647294998168945e-01,5.348047538200340068e-01
7.251576185226440430e-01,5.338983050847457834e-01
7.260229587554931641e-01,5.329949238578680637e-01
7.262818813323974609e-01,5.320945945945946276e-01
7.287598848342895508e-01,5.311973018549747128e-01
7.329425215721130371e-01,5.319865319865320075e-01
7.373787164688110352e-01,5.327731092436974736e-01
7.428634762763977051e-01,5.335570469798657234e-01
7.461118698120117188e-01,5.343383584589614932e-01
7.487424612045288086e-01,5.334448160535116834e-01
7.699557542800903320e-01,5.325542570951585786e-01
7.971893548965454102e-01,5.316666666666666208e-01
7.992997169494628906e-01,5.324459234608984737e-01
8.001477122306823730e-01,5.315614617940199738e-01
8.116064071655273438e-01,5.323383084577114621e-01
8.656914234161376953e-01,5.314569536423841001e-01
8.719168305397033691e-01,5.322314049586777118e-01
8.851798772811889648e-01,5.313531353135313440e-01
8.874926567077636719e-01,5.304777594728171675e-01
8.894816040992736816e-01,5.296052631578946901e-01
8.955713510513305664e-01,5.287356321839080664e-01
8.991324305534362793e-01,5.278688524590163800e-01
9.145625233650207520e-01,5.270049099836333628e-01
9.156346917152404785e-01,5.261437908496732208e-01
9.161783456802368164e-01,5.252854812398042306e-01
9.236276745796203613e-01,5.244299674267101086e-01
9.370569586753845215e-01,5.235772357723577075e-01
9.388587474822998047e-01,5.243506493506493449e-01
9.435436129570007324e-01,5.235008103727715190e-01
9.445925354957580566e-01,5.226537216828478494e-01
9.456677436828613281e-01,5.218093699515347073e-01
9.459995627403259277e-01,5.209677419354838968e-01
9.461888074874877930e-01,5.201288244766505420e-01
9.485815167427062988e-01,5.192926045016077463e-01
9.552600979804992676e-01,5.184590690208668029e-01
9.572557806968688965e-01,5.192307692307692735e-01
9.590695500373840332e-01,5.183999999999999719e-01
9.609021544456481934e-01,5.175718849840255098e-01
9.609454870223999023e-01,5.167464114832536204e-01
9.646462798118591309e-01,5.159235668789808882e-01
9.679557085037231445e-01,5.151033386327503738e-01
9.731830358505249023e-01,5.142857142857142350e-01
9.749063253402709961e-01,5.134706814580031198e-01
9.790568947792053223e-01,5.126582278481012223e-01
9.791089296340942383e-01,5.118483412322274440e-01
9.820192456245422363e-01,5.110410094637224399e-01
9.822134375572204590e-01,5.102362204724409933e-01
9.832217693328857422e-01,5.094339622641509413e-01
9.837031364440917969e-01,5.086342229199372067e-01
9.840192198753356934e-01,5.078369905956112706e-01
9.848363399505615234e-01,5.070422535211267512e-01
9.851816892623901367e-01,5.062499999999999778e-01
9.852163791656494141e-01,5.054602184087363392e-01
9.870627522468566895e-01,5.046728971962616273e-01
9.879342913627624512e-01,5.038880248833592645e-01
9.891767501831054688e-01,5.031055900621117516e-01
9.891914725303649902e-01,5.023255813953488857e-01
9.892871975898742676e-01,5.015479876160990891e-01
9.901496171951293945e-01,5.007727975270479526e-01
9.916287064552307129e-01,5.000000000000000000e-01
9.925022721290588379e-01,4.992295839753466691e-01
9.933968782424926758e-01,4.984615384615384559e-01
9.937174320220947266e-01,4.976958525345622220e-01
9.950318932533264160e-01,4.969325153374233306e-01
9.951592087745666504e-01,4.961715160796324464e-01
9.952129125595092773e-01,4.954128440366972752e-01
9.966185688972473145e-01,4.946564885496183006e-01
9.975535273551940918e-01,4.939024390243902385e-01
9.975883364677429199e-01,4.931506849315068219e-01
9.980080127716064453e-01,4.924012158054711374e-01
9.982401728630065918e-01,4.916540212443095692e-01
